"","Date","Precip.MM","MonthNumber","Month","Year","Season"
"2292",1901-12-28,118.5,12,"Dec",1901,"Winter"
"2293",1902-01-28,70.9,1,"Jan",1902,"Winter"
"2294",1902-02-28,83.5,2,"Feb",1902,"Winter"
"2295",1902-03-28,67.2,3,"Mar",1902,"Spring"
"2296",1902-04-28,73.1,4,"Apr",1902,"Spring"
"2297",1902-05-28,69.5,5,"May",1902,"Spring"
"2298",1902-06-28,74,6,"Jun",1902,"Summer"
"2299",1902-07-28,80.7,7,"Jul",1902,"Summer"
"2300",1902-08-28,76.2,8,"Aug",1902,"Summer"
"2301",1902-09-28,86.8,9,"Sep",1902,"Autumn"
"2302",1902-10-28,69.9,10,"Oct",1902,"Autumn"
"2303",1902-11-28,144.8,11,"Nov",1902,"Autumn"
"2304",1902-12-28,96.4,12,"Dec",1902,"Winter"
"2305",1903-01-28,161.1,1,"Jan",1903,"Winter"
"2306",1903-02-28,97.8,2,"Feb",1903,"Winter"
"2307",1903-03-28,168.6,3,"Mar",1903,"Spring"
"2308",1903-04-28,49.1,4,"Apr",1903,"Spring"
"2309",1903-05-28,70.7,5,"May",1903,"Spring"
"2310",1903-06-28,68.1,6,"Jun",1903,"Summer"
"2311",1903-07-28,129.9,7,"Jul",1903,"Summer"
"2312",1903-08-28,150.5,8,"Aug",1903,"Summer"
"2313",1903-09-28,106,9,"Sep",1903,"Autumn"
"2314",1903-10-28,156,10,"Oct",1903,"Autumn"
"2315",1903-11-28,73.2,11,"Nov",1903,"Autumn"
"2316",1903-12-28,104.2,12,"Dec",1903,"Winter"
"2317",1904-01-28,120.1,1,"Jan",1904,"Winter"
"2318",1904-02-28,133.1,2,"Feb",1904,"Winter"
"2319",1904-03-28,77.1,3,"Mar",1904,"Spring"
"2320",1904-04-28,60.5,4,"Apr",1904,"Spring"
"2321",1904-05-28,65.3,5,"May",1904,"Spring"
"2322",1904-06-28,54.8,6,"Jun",1904,"Summer"
"2323",1904-07-28,99.8,7,"Jul",1904,"Summer"
"2324",1904-08-28,114.2,8,"Aug",1904,"Summer"
"2325",1904-09-28,96.1,9,"Sep",1904,"Autumn"
"2326",1904-10-28,64.9,10,"Oct",1904,"Autumn"
"2327",1904-11-28,75.2,11,"Nov",1904,"Autumn"
"2328",1904-12-28,83.1,12,"Dec",1904,"Winter"
"2329",1905-01-28,75.3,1,"Jan",1905,"Winter"
"2330",1905-02-28,54.1,2,"Feb",1905,"Winter"
"2331",1905-03-28,135.1,3,"Mar",1905,"Spring"
"2332",1905-04-28,77.9,4,"Apr",1905,"Spring"
"2333",1905-05-28,37.3,5,"May",1905,"Spring"
"2334",1905-06-28,55.5,6,"Jun",1905,"Summer"
"2335",1905-07-28,49.2,7,"Jul",1905,"Summer"
"2336",1905-08-28,157.4,8,"Aug",1905,"Summer"
"2337",1905-09-28,52.7,9,"Sep",1905,"Autumn"
"2338",1905-10-28,47.7,10,"Oct",1905,"Autumn"
"2339",1905-11-28,113.9,11,"Nov",1905,"Autumn"
"2340",1905-12-28,75.8,12,"Dec",1905,"Winter"
"2341",1906-01-28,135.2,1,"Jan",1906,"Winter"
"2342",1906-02-28,84.4,2,"Feb",1906,"Winter"
"2343",1906-03-28,67.6,3,"Mar",1906,"Spring"
"2344",1906-04-28,52.4,4,"Apr",1906,"Spring"
"2345",1906-05-28,99,5,"May",1906,"Spring"
"2346",1906-06-28,49,6,"Jun",1906,"Summer"
"2347",1906-07-28,64.8,7,"Jul",1906,"Summer"
"2348",1906-08-28,87.1,8,"Aug",1906,"Summer"
"2349",1906-09-28,34.5,9,"Sep",1906,"Autumn"
"2350",1906-10-28,131.7,10,"Oct",1906,"Autumn"
"2351",1906-11-28,72.5,11,"Nov",1906,"Autumn"
"2352",1906-12-28,90,12,"Dec",1906,"Winter"
"2353",1907-01-28,47,1,"Jan",1907,"Winter"
"2354",1907-02-28,63.6,2,"Feb",1907,"Winter"
"2355",1907-03-28,75.6,3,"Mar",1907,"Spring"
"2356",1907-04-28,75.9,4,"Apr",1907,"Spring"
"2357",1907-05-28,104.7,5,"May",1907,"Spring"
"2358",1907-06-28,111.4,6,"Jun",1907,"Summer"
"2359",1907-07-28,69.7,7,"Jul",1907,"Summer"
"2360",1907-08-28,95.8,8,"Aug",1907,"Summer"
"2361",1907-09-28,40,9,"Sep",1907,"Autumn"
"2362",1907-10-28,140.7,10,"Oct",1907,"Autumn"
"2363",1907-11-28,92.7,11,"Nov",1907,"Autumn"
"2364",1907-12-28,130.3,12,"Dec",1907,"Winter"
"2365",1908-01-28,84.4,1,"Jan",1908,"Winter"
"2366",1908-02-28,67.2,2,"Feb",1908,"Winter"
"2367",1908-03-28,106.3,3,"Mar",1908,"Spring"
"2368",1908-04-28,67,4,"Apr",1908,"Spring"
"2369",1908-05-28,74.4,5,"May",1908,"Spring"
"2370",1908-06-28,51,6,"Jun",1908,"Summer"
"2371",1908-07-28,81.3,7,"Jul",1908,"Summer"
"2372",1908-08-28,97.7,8,"Aug",1908,"Summer"
"2373",1908-09-28,151.4,9,"Sep",1908,"Autumn"
"2374",1908-10-28,60.5,10,"Oct",1908,"Autumn"
"2375",1908-11-28,73.7,11,"Nov",1908,"Autumn"
"2376",1908-12-28,116.4,12,"Dec",1908,"Winter"
"2377",1909-01-28,72.8,1,"Jan",1909,"Winter"
"2378",1909-02-28,53.1,2,"Feb",1909,"Winter"
"2379",1909-03-28,91.9,3,"Mar",1909,"Spring"
"2380",1909-04-28,128,4,"Apr",1909,"Spring"
"2381",1909-05-28,52,5,"May",1909,"Spring"
"2382",1909-06-28,53.6,6,"Jun",1909,"Summer"
"2383",1909-07-28,75.7,7,"Jul",1909,"Summer"
"2384",1909-08-28,40.4,8,"Aug",1909,"Summer"
"2385",1909-09-28,63.1,9,"Sep",1909,"Autumn"
"2386",1909-10-28,158.4,10,"Oct",1909,"Autumn"
"2387",1909-11-28,49.7,11,"Nov",1909,"Autumn"
"2388",1909-12-28,120.8,12,"Dec",1909,"Winter"
"2389",1910-01-28,101.1,1,"Jan",1910,"Winter"
"2390",1910-02-28,145.4,2,"Feb",1910,"Winter"
"2391",1910-03-28,67.5,3,"Mar",1910,"Spring"
"2392",1910-04-28,67.6,4,"Apr",1910,"Spring"
"2393",1910-05-28,65,5,"May",1910,"Spring"
"2394",1910-06-28,108.8,6,"Jun",1910,"Summer"
"2395",1910-07-28,88.8,7,"Jul",1910,"Summer"
"2396",1910-08-28,155,8,"Aug",1910,"Summer"
"2397",1910-09-28,28.7,9,"Sep",1910,"Autumn"
"2398",1910-10-28,69.9,10,"Oct",1910,"Autumn"
"2399",1910-11-28,114.7,11,"Nov",1910,"Autumn"
"2400",1910-12-28,115.7,12,"Dec",1910,"Winter"
"2401",1911-01-28,46.7,1,"Jan",1911,"Winter"
"2402",1911-02-28,81.8,2,"Feb",1911,"Winter"
"2403",1911-03-28,56.6,3,"Mar",1911,"Spring"
"2404",1911-04-28,67.2,4,"Apr",1911,"Spring"
"2405",1911-05-28,56.2,5,"May",1911,"Spring"
"2406",1911-06-28,55.1,6,"Jun",1911,"Summer"
"2407",1911-07-28,80.3,7,"Jul",1911,"Summer"
"2408",1911-08-28,65.2,8,"Aug",1911,"Summer"
"2409",1911-09-28,73.4,9,"Sep",1911,"Autumn"
"2410",1911-10-28,110.6,10,"Oct",1911,"Autumn"
"2411",1911-11-28,130.9,11,"Nov",1911,"Autumn"
"2412",1911-12-28,195.3,12,"Dec",1911,"Winter"
"2413",1912-01-28,114.2,1,"Jan",1912,"Winter"
"2414",1912-02-28,105.3,2,"Feb",1912,"Winter"
"2415",1912-03-28,122.6,3,"Mar",1912,"Spring"
"2416",1912-04-28,34.5,4,"Apr",1912,"Spring"
"2417",1912-05-28,38.5,5,"May",1912,"Spring"
"2418",1912-06-28,144.5,6,"Jun",1912,"Summer"
"2419",1912-07-28,117.3,7,"Jul",1912,"Summer"
"2420",1912-08-28,133.5,8,"Aug",1912,"Summer"
"2421",1912-09-28,25.2,9,"Sep",1912,"Autumn"
"2422",1912-10-28,84.2,10,"Oct",1912,"Autumn"
"2423",1912-11-28,75.4,11,"Nov",1912,"Autumn"
"2424",1912-12-28,128.7,12,"Dec",1912,"Winter"
"2425",1913-01-28,173,1,"Jan",1913,"Winter"
"2426",1913-02-28,53.2,2,"Feb",1913,"Winter"
"2427",1913-03-28,106.6,3,"Mar",1913,"Spring"
"2428",1913-04-28,104.9,4,"Apr",1913,"Spring"
"2429",1913-05-28,114.2,5,"May",1913,"Spring"
"2430",1913-06-28,71.8,6,"Jun",1913,"Summer"
"2431",1913-07-28,24.3,7,"Jul",1913,"Summer"
"2432",1913-08-28,37.1,8,"Aug",1913,"Summer"
"2433",1913-09-28,107.1,9,"Sep",1913,"Autumn"
"2434",1913-10-28,124.3,10,"Oct",1913,"Autumn"
"2435",1913-11-28,120.4,11,"Nov",1913,"Autumn"
"2436",1913-12-28,80.7,12,"Dec",1913,"Winter"
"2437",1914-01-28,59.6,1,"Jan",1914,"Winter"
"2438",1914-02-28,149.9,2,"Feb",1914,"Winter"
"2439",1914-03-28,125.5,3,"Mar",1914,"Spring"
"2440",1914-04-28,45.8,4,"Apr",1914,"Spring"
"2441",1914-05-28,52.1,5,"May",1914,"Spring"
"2442",1914-06-28,31.5,6,"Jun",1914,"Summer"
"2443",1914-07-28,85.4,7,"Jul",1914,"Summer"
"2444",1914-08-28,125.8,8,"Aug",1914,"Summer"
"2445",1914-09-28,62.7,9,"Sep",1914,"Autumn"
"2446",1914-10-28,56.3,10,"Oct",1914,"Autumn"
"2447",1914-11-28,117.7,11,"Nov",1914,"Autumn"
"2448",1914-12-28,211,12,"Dec",1914,"Winter"
"2449",1915-01-28,102.7,1,"Jan",1915,"Winter"
"2450",1915-02-28,140.3,2,"Feb",1915,"Winter"
"2451",1915-03-28,31.1,3,"Mar",1915,"Spring"
"2452",1915-04-28,55.7,4,"Apr",1915,"Spring"
"2453",1915-05-28,47.3,5,"May",1915,"Spring"
"2454",1915-06-28,48.9,6,"Jun",1915,"Summer"
"2455",1915-07-28,134.2,7,"Jul",1915,"Summer"
"2456",1915-08-28,83.2,8,"Aug",1915,"Summer"
"2457",1915-09-28,49.4,9,"Sep",1915,"Autumn"
"2458",1915-10-28,118.4,10,"Oct",1915,"Autumn"
"2459",1915-11-28,89.2,11,"Nov",1915,"Autumn"
"2460",1915-12-28,170.3,12,"Dec",1915,"Winter"
"2461",1916-01-28,75.5,1,"Jan",1916,"Winter"
"2462",1916-02-28,122.5,2,"Feb",1916,"Winter"
"2463",1916-03-28,58.6,3,"Mar",1916,"Spring"
"2464",1916-04-28,94.8,4,"Apr",1916,"Spring"
"2465",1916-05-28,113.8,5,"May",1916,"Spring"
"2466",1916-06-28,66.3,6,"Jun",1916,"Summer"
"2467",1916-07-28,59.6,7,"Jul",1916,"Summer"
"2468",1916-08-28,84.5,8,"Aug",1916,"Summer"
"2469",1916-09-28,55.2,9,"Sep",1916,"Autumn"
"2470",1916-10-28,206.2,10,"Oct",1916,"Autumn"
"2471",1916-11-28,162.9,11,"Nov",1916,"Autumn"
"2472",1916-12-28,93.6,12,"Dec",1916,"Winter"
"2473",1917-01-28,62.1,1,"Jan",1917,"Winter"
"2474",1917-02-28,48.4,2,"Feb",1917,"Winter"
"2475",1917-03-28,83.2,3,"Mar",1917,"Spring"
"2476",1917-04-28,48.5,4,"Apr",1917,"Spring"
"2477",1917-05-28,87.6,5,"May",1917,"Spring"
"2478",1917-06-28,60.3,6,"Jun",1917,"Summer"
"2479",1917-07-28,67.9,7,"Jul",1917,"Summer"
"2480",1917-08-28,195.7,8,"Aug",1917,"Summer"
"2481",1917-09-28,56.7,9,"Sep",1917,"Autumn"
"2482",1917-10-28,139.6,10,"Oct",1917,"Autumn"
"2483",1917-11-28,99.3,11,"Nov",1917,"Autumn"
"2484",1917-12-28,71.2,12,"Dec",1917,"Winter"
"2485",1918-01-28,102,1,"Jan",1918,"Winter"
"2486",1918-02-28,124.1,2,"Feb",1918,"Winter"
"2487",1918-03-28,53,3,"Mar",1918,"Spring"
"2488",1918-04-28,38.9,4,"Apr",1918,"Spring"
"2489",1918-05-28,64.3,5,"May",1918,"Spring"
"2490",1918-06-28,45.5,6,"Jun",1918,"Summer"
"2491",1918-07-28,100.4,7,"Jul",1918,"Summer"
"2492",1918-08-28,76.3,8,"Aug",1918,"Summer"
"2493",1918-09-28,174,9,"Sep",1918,"Autumn"
"2494",1918-10-28,120.7,10,"Oct",1918,"Autumn"
"2495",1918-11-28,97.4,11,"Nov",1918,"Autumn"
"2496",1918-12-28,145.2,12,"Dec",1918,"Winter"
"2497",1919-01-28,116.6,1,"Jan",1919,"Winter"
"2498",1919-02-28,64.3,2,"Feb",1919,"Winter"
"2499",1919-03-28,80.7,3,"Mar",1919,"Spring"
"2500",1919-04-28,48.8,4,"Apr",1919,"Spring"
"2501",1919-05-28,78.7,5,"May",1919,"Spring"
"2502",1919-06-28,66.3,6,"Jun",1919,"Summer"
"2503",1919-07-28,34.3,7,"Jul",1919,"Summer"
"2504",1919-08-28,82,8,"Aug",1919,"Summer"
"2505",1919-09-28,73.6,9,"Sep",1919,"Autumn"
"2506",1919-10-28,38,10,"Oct",1919,"Autumn"
"2507",1919-11-28,73.2,11,"Nov",1919,"Autumn"
"2508",1919-12-28,160.9,12,"Dec",1919,"Winter"
"2509",1920-01-28,144.3,1,"Jan",1920,"Winter"
"2510",1920-02-28,66.9,2,"Feb",1920,"Winter"
"2511",1920-03-28,102,3,"Mar",1920,"Spring"
"2512",1920-04-28,102.6,4,"Apr",1920,"Spring"
"2513",1920-05-28,103.5,5,"May",1920,"Spring"
"2514",1920-06-28,53.7,6,"Jun",1920,"Summer"
"2515",1920-07-28,125.4,7,"Jul",1920,"Summer"
"2516",1920-08-28,70.3,8,"Aug",1920,"Summer"
"2517",1920-09-28,66.5,9,"Sep",1920,"Autumn"
"2518",1920-10-28,130.4,10,"Oct",1920,"Autumn"
"2519",1920-11-28,105.1,11,"Nov",1920,"Autumn"
"2520",1920-12-28,104.1,12,"Dec",1920,"Winter"
"2521",1921-01-28,110.5,1,"Jan",1921,"Winter"
"2522",1921-02-28,47.2,2,"Feb",1921,"Winter"
"2523",1921-03-28,94.7,3,"Mar",1921,"Spring"
"2524",1921-04-28,26.1,4,"Apr",1921,"Spring"
"2525",1921-05-28,60.5,5,"May",1921,"Spring"
"2526",1921-06-28,8.4,6,"Jun",1921,"Summer"
"2527",1921-07-28,106.6,7,"Jul",1921,"Summer"
"2528",1921-08-28,112.5,8,"Aug",1921,"Summer"
"2529",1921-09-28,41.6,9,"Sep",1921,"Autumn"
"2530",1921-10-28,86.3,10,"Oct",1921,"Autumn"
"2531",1921-11-28,110.8,11,"Nov",1921,"Autumn"
"2532",1921-12-28,91.8,12,"Dec",1921,"Winter"
"2533",1922-01-28,120.5,1,"Jan",1922,"Winter"
"2534",1922-02-28,108.7,2,"Feb",1922,"Winter"
"2535",1922-03-28,58.8,3,"Mar",1922,"Spring"
"2536",1922-04-28,82.1,4,"Apr",1922,"Spring"
"2537",1922-05-28,49.6,5,"May",1922,"Spring"
"2538",1922-06-28,46.9,6,"Jun",1922,"Summer"
"2539",1922-07-28,93.6,7,"Jul",1922,"Summer"
"2540",1922-08-28,111.6,8,"Aug",1922,"Summer"
"2541",1922-09-28,88.5,9,"Sep",1922,"Autumn"
"2542",1922-10-28,39.1,10,"Oct",1922,"Autumn"
"2543",1922-11-28,50.6,11,"Nov",1922,"Autumn"
"2544",1922-12-28,111,12,"Dec",1922,"Winter"
"2545",1923-01-28,82.9,1,"Jan",1923,"Winter"
"2546",1923-02-28,174.1,2,"Feb",1923,"Winter"
"2547",1923-03-28,70.5,3,"Mar",1923,"Spring"
"2548",1923-04-28,97.2,4,"Apr",1923,"Spring"
"2549",1923-05-28,46.2,5,"May",1923,"Spring"
"2550",1923-06-28,29.1,6,"Jun",1923,"Summer"
"2551",1923-07-28,79.3,7,"Jul",1923,"Summer"
"2552",1923-08-28,156.8,8,"Aug",1923,"Summer"
"2553",1923-09-28,108.4,9,"Sep",1923,"Autumn"
"2554",1923-10-28,123.1,10,"Oct",1923,"Autumn"
"2555",1923-11-28,97.6,11,"Nov",1923,"Autumn"
"2556",1923-12-28,98.9,12,"Dec",1923,"Winter"
"2557",1924-01-28,152.6,1,"Jan",1924,"Winter"
"2558",1924-02-28,48.3,2,"Feb",1924,"Winter"
"2559",1924-03-28,36.1,3,"Mar",1924,"Spring"
"2560",1924-04-28,86.5,4,"Apr",1924,"Spring"
"2561",1924-05-28,104.3,5,"May",1924,"Spring"
"2562",1924-06-28,98.3,6,"Jun",1924,"Summer"
"2563",1924-07-28,107.8,7,"Jul",1924,"Summer"
"2564",1924-08-28,118.7,8,"Aug",1924,"Summer"
"2565",1924-09-28,164,9,"Sep",1924,"Autumn"
"2566",1924-10-28,100.4,10,"Oct",1924,"Autumn"
"2567",1924-11-28,111.1,11,"Nov",1924,"Autumn"
"2568",1924-12-28,165.7,12,"Dec",1924,"Winter"
"2569",1925-01-28,118,1,"Jan",1925,"Winter"
"2570",1925-02-28,123,2,"Feb",1925,"Winter"
"2571",1925-03-28,27,3,"Mar",1925,"Spring"
"2572",1925-04-28,106.5,4,"Apr",1925,"Spring"
"2573",1925-05-28,132.2,5,"May",1925,"Spring"
"2574",1925-06-28,15.6,6,"Jun",1925,"Summer"
"2575",1925-07-28,89.3,7,"Jul",1925,"Summer"
"2576",1925-08-28,72.8,8,"Aug",1925,"Summer"
"2577",1925-09-28,76.4,9,"Sep",1925,"Autumn"
"2578",1925-10-28,105.5,10,"Oct",1925,"Autumn"
"2579",1925-11-28,73.1,11,"Nov",1925,"Autumn"
"2580",1925-12-28,85.7,12,"Dec",1925,"Winter"
"2581",1926-01-28,183.1,1,"Jan",1926,"Winter"
"2582",1926-02-28,90.9,2,"Feb",1926,"Winter"
"2583",1926-03-28,42.4,3,"Mar",1926,"Spring"
"2584",1926-04-28,63.3,4,"Apr",1926,"Spring"
"2585",1926-05-28,84.9,5,"May",1926,"Spring"
"2586",1926-06-28,76.3,6,"Jun",1926,"Summer"
"2587",1926-07-28,79.8,7,"Jul",1926,"Summer"
"2588",1926-08-28,88.3,8,"Aug",1926,"Summer"
"2589",1926-09-28,59.1,9,"Sep",1926,"Autumn"
"2590",1926-10-28,92,10,"Oct",1926,"Autumn"
"2591",1926-11-28,145.4,11,"Nov",1926,"Autumn"
"2592",1926-12-28,31.1,12,"Dec",1926,"Winter"
"2593",1927-01-28,127.3,1,"Jan",1927,"Winter"
"2594",1927-02-28,72.7,2,"Feb",1927,"Winter"
"2595",1927-03-28,109.5,3,"Mar",1927,"Spring"
"2596",1927-04-28,48.6,4,"Apr",1927,"Spring"
"2597",1927-05-28,47.7,5,"May",1927,"Spring"
"2598",1927-06-28,93.3,6,"Jun",1927,"Summer"
"2599",1927-07-28,97.4,7,"Jul",1927,"Summer"
"2600",1927-08-28,138.8,8,"Aug",1927,"Summer"
"2601",1927-09-28,115,9,"Sep",1927,"Autumn"
"2602",1927-10-28,87.5,10,"Oct",1927,"Autumn"
"2603",1927-11-28,101.7,11,"Nov",1927,"Autumn"
"2604",1927-12-28,105.1,12,"Dec",1927,"Winter"
"2605",1928-01-28,155,1,"Jan",1928,"Winter"
"2606",1928-02-28,101.2,2,"Feb",1928,"Winter"
"2607",1928-03-28,131.9,3,"Mar",1928,"Spring"
"2608",1928-04-28,68.1,4,"Apr",1928,"Spring"
"2609",1928-05-28,45.5,5,"May",1928,"Spring"
"2610",1928-06-28,144.8,6,"Jun",1928,"Summer"
"2611",1928-07-28,50.6,7,"Jul",1928,"Summer"
"2612",1928-08-28,138.9,8,"Aug",1928,"Summer"
"2613",1928-09-28,67.5,9,"Sep",1928,"Autumn"
"2614",1928-10-28,172.5,10,"Oct",1928,"Autumn"
"2615",1928-11-28,146.1,11,"Nov",1928,"Autumn"
"2616",1928-12-28,115,12,"Dec",1928,"Winter"
"2617",1929-01-28,56.4,1,"Jan",1929,"Winter"
"2618",1929-02-28,135.2,2,"Feb",1929,"Winter"
"2619",1929-03-28,20,3,"Mar",1929,"Spring"
"2620",1929-04-28,34.2,4,"Apr",1929,"Spring"
"2621",1929-05-28,76.3,5,"May",1929,"Spring"
"2622",1929-06-28,57.5,6,"Jun",1929,"Summer"
"2623",1929-07-28,100.1,7,"Jul",1929,"Summer"
"2624",1929-08-28,117.3,8,"Aug",1929,"Summer"
"2625",1929-09-28,32.1,9,"Sep",1929,"Autumn"
"2626",1929-10-28,125.9,10,"Oct",1929,"Autumn"
"2627",1929-11-28,160.9,11,"Nov",1929,"Autumn"
"2628",1929-12-28,219.1,12,"Dec",1929,"Winter"
"2629",1930-01-28,155.5,1,"Jan",1930,"Winter"
"2630",1930-02-28,28.8,2,"Feb",1930,"Winter"
"2631",1930-03-28,125.3,3,"Mar",1930,"Spring"
"2632",1930-04-28,53.1,4,"Apr",1930,"Spring"
"2633",1930-05-28,53.3,5,"May",1930,"Spring"
"2634",1930-06-28,59.4,6,"Jun",1930,"Summer"
"2635",1930-07-28,89.4,7,"Jul",1930,"Summer"
"2636",1930-08-28,158.7,8,"Aug",1930,"Summer"
"2637",1930-09-28,115.6,9,"Sep",1930,"Autumn"
"2638",1930-10-28,160.5,10,"Oct",1930,"Autumn"
"2639",1930-11-28,121.2,11,"Nov",1930,"Autumn"
"2640",1930-12-28,117.1,12,"Dec",1930,"Winter"
"2641",1931-01-28,83.4,1,"Jan",1931,"Winter"
"2642",1931-02-28,82.9,2,"Feb",1931,"Winter"
"2643",1931-03-28,95.2,3,"Mar",1931,"Spring"
"2644",1931-04-28,78.3,4,"Apr",1931,"Spring"
"2645",1931-05-28,117.7,5,"May",1931,"Spring"
"2646",1931-06-28,116.8,6,"Jun",1931,"Summer"
"2647",1931-07-28,103.6,7,"Jul",1931,"Summer"
"2648",1931-08-28,86.2,8,"Aug",1931,"Summer"
"2649",1931-09-28,77.7,9,"Sep",1931,"Autumn"
"2650",1931-10-28,55.6,10,"Oct",1931,"Autumn"
"2651",1931-11-28,197.5,11,"Nov",1931,"Autumn"
"2652",1931-12-28,77.1,12,"Dec",1931,"Winter"
"2653",1932-01-28,122,1,"Jan",1932,"Winter"
"2654",1932-02-28,7.3,2,"Feb",1932,"Winter"
"2655",1932-03-28,62.1,3,"Mar",1932,"Spring"
"2656",1932-04-28,86.3,4,"Apr",1932,"Spring"
"2657",1932-05-28,89.7,5,"May",1932,"Spring"
"2658",1932-06-28,40.8,6,"Jun",1932,"Summer"
"2659",1932-07-28,119.5,7,"Jul",1932,"Summer"
"2660",1932-08-28,62.2,8,"Aug",1932,"Summer"
"2661",1932-09-28,84.1,9,"Sep",1932,"Autumn"
"2662",1932-10-28,111.4,10,"Oct",1932,"Autumn"
"2663",1932-11-28,61.7,11,"Nov",1932,"Autumn"
"2664",1932-12-28,167,12,"Dec",1932,"Winter"
"2665",1933-01-28,93.3,1,"Jan",1933,"Winter"
"2666",1933-02-28,87.8,2,"Feb",1933,"Winter"
"2667",1933-03-28,84.5,3,"Mar",1933,"Spring"
"2668",1933-04-28,44.7,4,"Apr",1933,"Spring"
"2669",1933-05-28,84.3,5,"May",1933,"Spring"
"2670",1933-06-28,66.2,6,"Jun",1933,"Summer"
"2671",1933-07-28,76.3,7,"Jul",1933,"Summer"
"2672",1933-08-28,52.1,8,"Aug",1933,"Summer"
"2673",1933-09-28,33.9,9,"Sep",1933,"Autumn"
"2674",1933-10-28,87.9,10,"Oct",1933,"Autumn"
"2675",1933-11-28,50.5,11,"Nov",1933,"Autumn"
"2676",1933-12-28,59.6,12,"Dec",1933,"Winter"
"2677",1934-01-28,108.1,1,"Jan",1934,"Winter"
"2678",1934-02-28,8.3,2,"Feb",1934,"Winter"
"2679",1934-03-28,94.9,3,"Mar",1934,"Spring"
"2680",1934-04-28,80.6,4,"Apr",1934,"Spring"
"2681",1934-05-28,69.1,5,"May",1934,"Spring"
"2682",1934-06-28,51.3,6,"Jun",1934,"Summer"
"2683",1934-07-28,54.4,7,"Jul",1934,"Summer"
"2684",1934-08-28,125.9,8,"Aug",1934,"Summer"
"2685",1934-09-28,160.9,9,"Sep",1934,"Autumn"
"2686",1934-10-28,118.3,10,"Oct",1934,"Autumn"
"2687",1934-11-28,43.8,11,"Nov",1934,"Autumn"
"2688",1934-12-28,188.4,12,"Dec",1934,"Winter"
"2689",1935-01-28,41.4,1,"Jan",1935,"Winter"
"2690",1935-02-28,103.1,2,"Feb",1935,"Winter"
"2691",1935-03-28,45.5,3,"Mar",1935,"Spring"
"2692",1935-04-28,84.1,4,"Apr",1935,"Spring"
"2693",1935-05-28,33.2,5,"May",1935,"Spring"
"2694",1935-06-28,133.9,6,"Jun",1935,"Summer"
"2695",1935-07-28,27.4,7,"Jul",1935,"Summer"
"2696",1935-08-28,71.5,8,"Aug",1935,"Summer"
"2697",1935-09-28,155.6,9,"Sep",1935,"Autumn"
"2698",1935-10-28,114.4,10,"Oct",1935,"Autumn"
"2699",1935-11-28,128.1,11,"Nov",1935,"Autumn"
"2700",1935-12-28,86.5,12,"Dec",1935,"Winter"
"2701",1936-01-28,144,1,"Jan",1936,"Winter"
"2702",1936-02-28,83.2,2,"Feb",1936,"Winter"
"2703",1936-03-28,73.8,3,"Mar",1936,"Spring"
"2704",1936-04-28,49,4,"Apr",1936,"Spring"
"2705",1936-05-28,38.6,5,"May",1936,"Spring"
"2706",1936-06-28,89.2,6,"Jun",1936,"Summer"
"2707",1936-07-28,169.5,7,"Jul",1936,"Summer"
"2708",1936-08-28,44.5,8,"Aug",1936,"Summer"
"2709",1936-09-28,106.4,9,"Sep",1936,"Autumn"
"2710",1936-10-28,73.3,10,"Oct",1936,"Autumn"
"2711",1936-11-28,110.2,11,"Nov",1936,"Autumn"
"2712",1936-12-28,127.3,12,"Dec",1936,"Winter"
"2713",1937-01-28,174.9,1,"Jan",1937,"Winter"
"2714",1937-02-28,137.3,2,"Feb",1937,"Winter"
"2715",1937-03-28,94.3,3,"Mar",1937,"Spring"
"2716",1937-04-28,82.4,4,"Apr",1937,"Spring"
"2717",1937-05-28,55.5,5,"May",1937,"Spring"
"2718",1937-06-28,47.6,6,"Jun",1937,"Summer"
"2719",1937-07-28,117.1,7,"Jul",1937,"Summer"
"2720",1937-08-28,70.8,8,"Aug",1937,"Summer"
"2721",1937-09-28,102.9,9,"Sep",1937,"Autumn"
"2722",1937-10-28,68.6,10,"Oct",1937,"Autumn"
"2723",1937-11-28,69.2,11,"Nov",1937,"Autumn"
"2724",1937-12-28,77.2,12,"Dec",1937,"Winter"
"2725",1938-01-28,131.4,1,"Jan",1938,"Winter"
"2726",1938-02-28,58.7,2,"Feb",1938,"Winter"
"2727",1938-03-28,47.5,3,"Mar",1938,"Spring"
"2728",1938-04-28,5.3,4,"Apr",1938,"Spring"
"2729",1938-05-28,99.6,5,"May",1938,"Spring"
"2730",1938-06-28,102.2,6,"Jun",1938,"Summer"
"2731",1938-07-28,134.1,7,"Jul",1938,"Summer"
"2732",1938-08-28,89.4,8,"Aug",1938,"Summer"
"2733",1938-09-28,75.9,9,"Sep",1938,"Autumn"
"2734",1938-10-28,176,10,"Oct",1938,"Autumn"
"2735",1938-11-28,159.3,11,"Nov",1938,"Autumn"
"2736",1938-12-28,124,12,"Dec",1938,"Winter"
"2737",1939-01-28,130,1,"Jan",1939,"Winter"
"2738",1939-02-28,96.9,2,"Feb",1939,"Winter"
"2739",1939-03-28,79.7,3,"Mar",1939,"Spring"
"2740",1939-04-28,48.2,4,"Apr",1939,"Spring"
"2741",1939-05-28,30.4,5,"May",1939,"Spring"
"2742",1939-06-28,59.8,6,"Jun",1939,"Summer"
"2743",1939-07-28,119.1,7,"Jul",1939,"Summer"
